id,time,latitude,longitude
0,9,30.657559,104.067543
0,19,30.657741,104.06755
0,29,30.657793,104.067543
0,39,30.65781,104.067526
0,49,30.657808,104.067518
0,59,30.657918,104.06752
0,69,30.658272,104.067534
0,80,30.658383,104.068183
0,90,30.658402,104.069032
0,100,30.658415,104.069307
0,110,30.658441,104.069313
0,118,30.658449,104.069407
0,128,30.658459,104.06979
0,138,30.658448,104.070162
0,149,30.658563,104.069806
0,159,30.658563,104.06918
0,169,30.658558,104.069131
0,179,30.658539,104.069002
0,189,30.658617,104.06891
0,199,30.658916,104.068918
0,209,30.659628,104.068919
0,219,30.660002,104.069027
0,229,30.66001,104.06952
0,239,30.660041,104.069729
0,262,30.660142,104.069726
0,270,30.660155,104.069709
0,280,30.660184,104.069718
0,291,30.660221,104.069951
1,1,30.659037,104.057735
1,11,30.659052,104.057735
1,21,30.659033,104.057732
1,31,30.659061,104.05773
1,41,30.659106,104.057689
1,51,30.659441,104.057298
1,62,30.659843,104.056864
1,72,30.660086,104.056585
1,80,30.660423,104.056162
1,90,30.660893,104.055022
1,100,30.660906,104.053647
1,110,30.660881,104.053096
1,121,30.660874,104.053083
1,131,30.660876,104.053085
1,141,30.660874,104.053016
1,151,30.660918,104.052318
1,161,30.661213,104.05113
1,171,30.661584,104.049963
1,182,30.662094,104.048757
1,192,30.662447,104.047938
1,202,30.66246,104.047924
1,212,30.662469,104.047934
1,222,30.662475,104.047936
1,232,30.662486,104.047917
1,240,30.662568,104.047754
1,251,30.662841,104.047215
1,261,30.663249,104.04638
1,271,30.663418,104.046055
1,281,30.663453,104.045996
2,1,30.64825,104.061317
2,11,30.648653,104.06159
2,21,30.648971,104.061813
2,31,30.649617,104.062254
2,41,30.650381,104.062717
2,51,30.650657,104.062921
2,73,30.651117,104.0631
2,83,30.651672,104.063431
2,93,30.651897,104.063573
2,103,30.6519,104.063578
2,113,30.651916,104.063579
2,123,30.652111,104.063684
2,133,30.652651,104.063831
2,141,30.652902,104.063427
2,151,30.653197,104.062564
2,161,30.653825,104.061616
2,172,30.654247,104.06098
2,182,30.655105,104.060837
2,193,30.656181,104.060834
2,203,30.656181,104.060834
2,212,30.659259,104.060628
2,222,30.660804,104.060632
2,232,30.662081,104.060596
2,242,30.662182,104.0606
2,252,30.662379,104.060591
2,262,30.662907,104.06058
2,272,30.663383,104.060564
2,282,30.664028,104.060538
2,292,30.664616,104.060512
3,4,30.665243,104.064831
3,12,30.665234,104.064822
3,22,30.665233,104.064816
3,33,30.665246,104.064817
3,43,30.665262,104.064849
3,53,30.665323,104.065237
3,63,30.665347,104.065634
3,73,30.665333,104.065891
3,83,30.665396,104.066203
3,93,30.665454,104.066867
3,104,30.665459,104.067887
3,114,30.665436,104.06833
3,124,30.66543,104.068467
3,134,30.665792,104.068716
3,144,30.666328,104.068767
3,154,30.666994,104.068816
3,163,30.66713,104.069576
3,173,30.667151,104.070354
3,183,30.66742,104.070705
3,193,30.668039,104.070785
3,212,30.668104,104.07081
3,222,30.668197,104.070802
3,232,30.668784,104.070813
3,241,30.668998,104.070827
3,259,30.669379,104.070054
3,269,30.6696,104.069032
3,279,30.669741,104.068104
3,289,30.670196,104.067158
3,299,30.6705,104.066701
4,15,30.655926,104.065683
4,26,30.655657,104.065728
4,34,30.655032,104.065774
4,44,30.654352,104.065789
4,54,30.653714,104.06572
4,64,30.653516,104.065765
4,74,30.653512,104.065788
4,84,30.653396,104.065807
4,94,30.652968,104.06574
4,104,30.652765,104.065188
4,115,30.652648,104.064059
4,125,30.65263,104.06401
4,135,30.652629,104.064006
4,145,30.652552,104.063906
4,155,30.652005,104.063544
4,165,30.651247,104.063047
4,175,30.650417,104.062453
4,186,30.649746,104.061829
4,196,30.649921,104.061367
4,206,30.650204,104.060705
4,216,30.649751,104.060261
4,226,30.649539,104.05999
4,234,30.649251,104.059892
4,244,30.648714,104.059764
4,254,30.648651,104.05912
4,264,30.648785,104.058307
4,275,30.648997,104.057722
4,285,30.649582,104.057692
4,295,30.650281,104.058252
5,0,30.670154,104.07311
5,10,30.670487,104.072332
5,20,30.670678,104.071914
5,30,30.670727,104.071805
5,41,30.671111,104.071032
5,51,30.671471,104.070327
5,61,30.671761,104.069784
5,71,30.671931,104.069404
5,81,30.672235,104.068842
5,91,30.672298,104.068687
5,102,30.672297,104.068606
5,110,30.672273,104.068555
5,120,30.672244,104.068493
5,130,30.67224,104.068467
5,140,30.672324,104.068259
5,150,30.672697,104.067642
5,160,30.673174,104.066641
5,171,30.673767,104.065451
5,181,30.674225,104.064554
5,191,30.674577,104.063805
5,201,30.675078,104.062741
5,211,30.675577,104.06167
5,221,30.675741,104.061318
5,231,30.675732,104.061302
5,242,30.675735,104.061296
5,252,30.675733,104.061289
5,262,30.675715,104.061272
5,272,30.675709,104.061265
5,282,30.675694,104.061252
5,292,30.67595,104.060791
6,8,30.672609,104.067635
6,18,30.672588,104.067638
6,28,30.672594,104.067655
6,38,30.672593,104.067674
6,48,30.672608,104.067691
6,58,30.672616,104.067688
6,68,30.67262,104.067696
6,78,30.672621,104.067701
6,88,30.672621,104.067693
6,98,30.672622,104.067684
6,108,30.672623,104.067679
6,118,30.672622,104.067677
6,128,30.672615,104.067682
6,138,30.672375,104.068229
6,148,30.671893,104.069329
6,158,30.67147,104.070214
6,168,30.671408,104.070295
6,178,30.671363,104.070284
6,188,30.671321,104.070479
6,198,30.670931,104.071362
6,208,30.670401,104.07257
6,218,30.669959,104.073411
6,228,30.669828,104.073394
6,238,30.669807,104.073387
6,248,30.669803,104.073385
6,258,30.669806,104.073388
6,268,30.669801,104.073383
6,278,30.669742,104.073501
6,288,30.669716,104.073625
6,297,30.669838,104.073754
7,16,30.663158,104.065786
7,24,30.662571,104.065776
7,34,30.661986,104.065536
7,45,30.661371,104.065148
7,55,30.6608,104.064655
7,65,30.660225,104.064269
7,75,30.65953,104.064094
7,85,30.65941,104.064139
7,95,30.659374,104.064165
7,105,30.65926,104.064172
7,115,30.658703,104.064178
7,126,30.658276,104.064172
7,136,30.657521,104.06417
7,146,30.656651,104.064254
7,156,30.656478,104.064432
7,166,30.656409,104.064875
7,176,30.656326,104.065645
7,186,30.655711,104.065805
7,196,30.654843,104.06581
7,206,30.654737,104.06563
7,216,30.654699,104.06513
7,227,30.654665,104.064277
7,237,30.654673,104.063548
7,247,30.654616,104.062775
7,255,30.654598,104.062186
7,265,30.654463,104.061446
7,275,30.654494,104.061122
7,285,30.654534,104.061296
7,295,30.654727,104.061903
8,2,30.652952,104.06575
8,12,30.652882,104.064753
8,22,30.652796,104.064381
8,32,30.652783,104.06438
8,42,30.652762,104.064388
8,52,30.652757,104.06439
8,62,30.652746,104.064391
8,72,30.652673,104.064052
8,80,30.652304,104.063711
8,91,30.651301,104.06309
8,101,30.650404,104.062473
8,111,30.649685,104.061959
8,121,30.648946,104.061406
8,131,30.648467,104.061044
8,141,30.648439,104.061033
8,151,30.648435,104.061035
8,161,30.648451,104.061042
8,172,30.648452,104.061038
8,182,30.648445,104.061041
8,192,30.648435,104.061045
8,202,30.648108,104.060792
8,212,30.648127,104.060334
8,222,30.648471,104.059546
8,232,30.648678,104.058238
8,242,30.649373,104.057111
8,252,30.650447,104.055872
8,262,30.651333,104.055069
8,272,30.651598,104.054795
8,283,30.651929,104.054442
8,293,30.651939,104.054424
9,7,30.652646,104.053146
9,18,30.652687,104.05305
9,28,30.652988,104.052658
9,38,30.653677,104.053013
9,48,30.654542,104.053639
9,58,30.655577,104.054424
9,68,30.656357,104.054936
9,79,30.657449,104.055305
9,89,30.658028,104.05555
9,99,30.65822,104.055591
9,118,30.659083,104.055873
9,128,30.659481,104.056038
9,138,30.659641,104.056123
9,148,30.659825,104.056193
9,158,30.659832,104.056194
9,168,30.659831,104.056186
9,178,30.65983,104.05618
9,188,30.659827,104.056178
9,198,30.659919,104.056206
9,209,30.659771,104.05671
9,217,30.659058,104.057484
9,227,30.65819,104.058757
9,237,30.658184,104.05997
9,247,30.658195,104.060066
9,257,30.658199,104.060064
9,267,30.658204,104.060066
9,278,30.658216,104.060203
9,288,30.658255,104.060762
9,298,30.658273,104.061457
10,6,30.669571,104.060316
10,27,30.669396,104.06031
10,56,30.665937,104.060587
10,64,30.664831,104.060651
10,73,30.664309,104.060631
10,84,30.663891,104.060604
10,94,30.663195,104.060616
10,104,30.662571,104.060614
10,114,30.66172,104.060629
10,124,30.660662,104.060665
10,135,30.6592,104.060734
10,146,30.658771,104.060755
10,156,30.658771,104.060755
10,166,30.658771,104.060755
10,176,30.658771,104.060755
10,185,30.652879,104.060378
10,195,30.652389,104.061844
10,205,30.652693,104.063285
10,215,30.651788,104.062728
10,226,30.651133,104.062231
10,236,30.650717,104.061945
10,246,30.650421,104.061708
10,256,30.650071,104.061512
10,266,30.649493,104.061191
10,274,30.649128,104.061013
10,284,30.648938,104.061093
10,294,30.648526,104.061469
11,58,30.646419,104.075061
11,68,30.646496,104.073372
11,78,30.646526,104.07218
11,88,30.646571,104.070917
11,98,30.646628,104.07009
11,108,30.64682,104.069048
11,118,30.647154,104.067695
11,129,30.647484,104.066085
11,139,30.647481,104.064656
11,149,30.647461,104.063914
11,159,30.64743,104.063573
11,167,30.647446,104.063261
11,177,30.647451,104.062814
11,187,30.647448,104.062542
11,197,30.647445,104.062504
11,208,30.647462,104.062449
11,218,30.647461,104.062414
11,228,30.647455,104.062435
11,238,30.647441,104.062458
11,248,30.64745,104.062448
11,258,30.647461,104.062385
11,268,30.647535,104.06188
11,278,30.647797,104.061228
11,288,30.648047,104.06067
11,299,30.648382,104.059905
12,6,30.665417,104.06871
12,16,30.665637,104.068872
12,26,30.666166,104.068874
12,36,30.666501,104.068869
12,46,30.666979,104.068865
12,54,30.667089,104.069385
12,65,30.667072,104.070875
12,75,30.667132,104.072206
12,85,30.667859,104.072965
12,95,30.668477,104.073371
12,105,30.669197,104.07387
12,115,30.66932,104.073954
12,125,30.669335,104.07396
12,136,30.669343,104.073961
12,146,30.66938,104.073936
12,156,30.6694,104.073929
12,166,30.669412,104.073921
12,176,30.669428,104.073915
12,186,30.66944,104.073906
12,196,30.669514,104.073958
12,206,30.670107,104.074324
12,216,30.670813,104.074803
12,226,30.671329,104.075114
12,236,30.671861,104.075454
13,1,30.658448,104.058407
13,11,30.658743,104.057954
13,21,30.658947,104.057733
13,31,30.658986,104.057676
13,42,30.65905,104.057631
13,52,30.65949,104.057176
13,62,30.659902,104.056769
13,72,30.660343,104.056297
13,82,30.660742,104.055571
13,92,30.660929,104.054282
13,102,30.660817,104.053221
13,112,30.66081,104.052957
13,123,30.660815,104.05294
13,133,30.660823,104.052944
13,141,30.660828,104.052792
13,151,30.660971,104.051824
13,161,30.661412,104.050447
13,171,30.661972,104.049039
13,181,30.662604,104.047756
13,191,30.66263,104.047726
13,201,30.662631,104.047711
13,212,30.66261,104.04771
13,222,30.662603,104.047706
13,232,30.662654,104.047618
13,242,30.663099,104.046721
13,252,30.663522,104.045993
13,262,30.663968,104.046123
13,272,30.664657,104.046572
13,283,30.664934,104.046705
13,293,30.6647,104.046522
14,55,30.650104,104.061009
14,65,30.650115,104.061036
14,75,30.650121,104.061058
14,86,30.650121,104.061074
14,96,30.650127,104.061094
14,106,30.650117,104.061099
14,116,30.650107,104.061099
14,126,30.650101,104.061104
14,136,30.650109,104.0611
14,146,30.650122,104.061085
14,156,30.650132,104.061066
14,167,30.650143,104.061046
14,177,30.650184,104.061038
14,185,30.650198,104.061021
14,195,30.650183,104.061011
14,205,30.650158,104.060994
14,215,30.650127,104.060958
14,225,30.650103,104.060941
14,236,30.650091,104.060932
14,246,30.650073,104.060937
14,256,30.650057,104.060945
14,266,30.650047,104.06095
14,276,30.65005,104.060942
14,286,30.650032,104.060928
14,296,30.650003,104.060916
15,1,30.660669,104.055377
15,11,30.66067,104.055376
15,21,30.660671,104.055382
15,31,30.660575,104.055626
15,41,30.660419,104.055917
15,51,30.660385,104.055984
15,61,30.66019,104.056287
15,71,30.659659,104.056886
15,81,30.658805,104.05782
15,91,30.658217,104.058754
15,100,30.658154,104.059301
15,110,30.658149,104.059339
15,120,30.658158,104.059595
15,130,30.658177,104.06044
15,140,30.658218,104.061154
15,150,30.658271,104.062004
15,160,30.658303,104.063104
15,171,30.658257,104.063895
15,181,30.658307,104.064232
15,191,30.658307,104.064232
15,201,30.658307,104.064232
15,211,30.658307,104.064232
15,221,30.658307,104.064232
15,231,30.658307,104.064232
15,241,30.658538,104.07307
15,251,30.658557,104.074238
15,261,30.658557,104.075072
15,272,30.658454,104.075254
15,282,30.658451,104.075257
15,292,30.658447,104.075259
16,5,30.658023,104.060662
16,15,30.65712,104.060713
16,25,30.656881,104.060738
16,35,30.656604,104.060769
16,46,30.655704,104.06075
16,56,30.654782,104.060751
16,66,30.653905,104.060622
16,76,30.653172,104.060221
16,86,30.652964,104.059984
16,104,30.652976,104.059921
16,116,30.652979,104.059913
16,124,30.652983,104.059912
16,134,30.652998,104.059898
16,144,30.6532,104.059476
16,154,30.65362,104.058843
16,164,30.653907,104.058526
16,174,30.6543,104.057879
16,185,30.654711,104.057271
16,195,30.654584,104.056897
16,205,30.654056,104.056357
16,215,30.653641,104.055973
16,225,30.653345,104.055505
16,235,30.65372,104.054904
16,245,30.65404,104.054119
16,256,30.654225,104.053628
16,266,30.65428,104.053578
16,281,30.655504,104.054368
16,294,30.657167,104.055187
17,1,30.663466,104.060496
17,11,30.662694,104.060531
17,21,30.661916,104.060557
17,31,30.661044,104.060557
17,41,30.660443,104.060575
17,49,30.659945,104.060608
17,60,30.659084,104.060588
17,70,30.658413,104.060576
17,80,30.658299,104.060021
17,90,30.658338,104.059844
17,100,30.658337,104.059856
17,110,30.65834,104.059863
17,120,30.658334,104.059858
17,142,30.658298,104.058985
17,152,30.658656,104.058123
17,160,30.658994,104.057713
17,171,30.659361,104.057274
17,181,30.659475,104.057112
17,191,30.659661,104.056874
17,201,30.659662,104.056861
17,211,30.659659,104.056851
17,221,30.659669,104.056843
17,231,30.659681,104.056826
17,241,30.65968,104.056811
17,252,30.659785,104.056693
17,262,30.659894,104.056575
17,272,30.659903,104.056588
17,282,30.659902,104.05659
17,292,30.659902,104.056592
18,5,30.657857,104.060787
18,16,30.658209,104.060534
18,26,30.658226,104.060382
18,36,30.65826,104.059904
18,46,30.658317,104.058674
18,56,30.658471,104.058341
18,64,30.658719,104.058031
18,74,30.659048,104.057676
18,85,30.659415,104.05729
18,95,30.659632,104.057057
18,105,30.659896,104.056766
18,115,30.660215,104.056401
18,125,30.660653,104.055733
18,135,30.660917,104.054629
18,146,30.660883,104.053886
18,156,30.660874,104.053771
18,166,30.660811,104.053143
18,176,30.660881,104.052039
18,186,30.661294,104.050707
18,196,30.661682,104.049643
18,206,30.662076,104.04884
18,217,30.662251,104.048376
18,227,30.662283,104.048337
18,235,30.662293,104.048331
18,245,30.662332,104.048254
18,255,30.662478,104.047956
18,265,30.662683,104.047551
18,275,30.662937,104.04704
18,285,30.663312,104.046323
18,295,30.663544,104.045879
19,3,30.669758,104.064682
19,13,30.669762,104.064684
19,23,30.66978,104.064683
19,33,30.669783,104.064685
19,43,30.669746,104.064749
19,53,30.669501,104.065253
19,63,30.66953,104.065694
19,73,30.669661,104.065831
19,83,30.669727,104.065922
19,93,30.669751,104.065945
19,103,30.669735,104.065957
19,113,30.669724,104.065966
19,133,30.669734,104.06599
19,141,30.670044,104.066209
19,151,30.670521,104.066577
19,161,30.67106,104.066952
19,171,30.671615,104.067351
19,181,30.671897,104.067498
19,191,30.671295,104.067038
19,203,30.670702,104.066602
19,211,30.670628,104.0664
19,221,30.67052,104.066349
19,231,30.670519,104.066358
19,241,30.670519,104.066362
19,251,30.670518,104.066355
19,261,30.670518,104.066346
19,271,30.67052,104.066338
19,281,30.67052,104.066337
19,291,30.670518,104.066338
20,5,30.649061,104.05745
20,15,30.648566,104.058628
20,25,30.648394,104.05966
20,33,30.648548,104.059842
20,44,30.648857,104.05998
20,54,30.649172,104.060071
20,64,30.649548,104.060393
20,74,30.649924,104.060676
20,84,30.649912,104.061194
20,94,30.649491,104.061854
20,104,30.649042,104.061515
20,114,30.64946,104.062021
20,124,30.649557,104.062279
20,135,30.649501,104.062379
20,145,30.649477,104.062379
20,155,30.649451,104.06238
20,178,30.649291,104.062663
20,186,30.649286,104.062658
20,196,30.649302,104.062673
20,206,30.649462,104.062341
20,216,30.649625,104.062298
20,227,30.649726,104.062335
20,237,30.649911,104.062392
20,247,30.65052,104.062777
20,257,30.650963,104.063044
20,267,30.651539,104.063401
20,277,30.652143,104.063788
20,288,30.652582,104.064141
20,298,30.652612,104.064479
21,14,30.656526,104.067083
21,41,30.656564,104.067533
21,49,30.656541,104.068216
21,59,30.656632,104.069172
21,69,30.656686,104.070161
21,79,30.656745,104.070442
21,89,30.656746,104.070481
21,99,30.656762,104.070503
21,109,30.65682,104.070516
21,119,30.65691,104.070513
21,129,30.656934,104.070517
21,139,30.656987,104.070506
21,149,30.657052,104.070471
21,159,30.657062,104.070478
21,170,30.657085,104.070473
21,180,30.657092,104.070546
21,190,30.656953,104.070908
21,200,30.656414,104.071081
21,210,30.656162,104.071451
21,220,30.655956,104.071877
21,230,30.655525,104.072805
21,240,30.654971,104.07381
21,250,30.654363,104.074938
22,1,30.652735,104.065415
22,11,30.652748,104.065634
22,21,30.652738,104.06564
22,31,30.652724,104.065648
22,41,30.652721,104.065651
22,51,30.652721,104.065656
22,61,30.65282,104.065889
22,72,30.653286,104.066016
22,82,30.654192,104.066022
22,92,30.65536,104.066003
22,102,30.656334,104.06609
22,112,30.656534,104.066651
22,122,30.656581,104.067246
22,132,30.656709,104.067414
22,141,30.656881,104.067473
22,151,30.657015,104.067474
22,161,30.657025,104.067467
22,171,30.65703,104.067458
22,181,30.657114,104.067464
22,191,30.657173,104.067469
22,201,30.65729,104.067485
22,212,30.657585,104.067477
22,222,30.657794,104.067467
22,232,30.657855,104.067471
22,242,30.658147,104.067485
22,252,30.658376,104.067935
22,262,30.658402,104.068976
22,272,30.658417,104.069817
22,282,30.658414,104.069855
22,292,30.658424,104.069926
23,6,30.659829,104.05618
23,16,30.659899,104.056207
23,26,30.659902,104.056206
23,36,30.659901,104.056207
23,46,30.659893,104.056197
23,56,30.659893,104.056196
23,66,30.659889,104.056194
23,76,30.659885,104.056194
23,86,30.659881,104.056197
23,96,30.65999,104.05646
23,106,30.659335,104.057216
23,116,30.658507,104.058132
23,126,30.658193,104.058687
23,136,30.658169,104.059298
23,146,30.658189,104.060161
23,156,30.658207,104.061004
23,166,30.65823,104.061833
23,176,30.658254,104.062628
23,186,30.65828,104.063558
23,197,30.658273,104.063856
23,207,30.658273,104.063856
23,217,30.658273,104.063856
23,227,30.658273,104.063856
23,237,30.658273,104.063856
23,247,30.658273,104.063856
23,257,30.658329,104.072363
23,267,30.658531,104.073202
23,277,30.658514,104.074389
23,287,30.658536,104.07572
24,8,30.647465,104.06454
24,18,30.647457,104.064187
24,28,30.647466,104.063782
24,38,30.647464,104.063436
24,48,30.647369,104.063366
24,58,30.647458,104.063351
24,68,30.647451,104.063377
24,78,30.647443,104.063369
24,89,30.647423,104.063357
24,99,30.647423,104.063186
24,109,30.647424,104.062639
24,119,30.647441,104.062182
24,129,30.647531,104.061631
24,139,30.647848,104.060995
24,149,30.648459,104.061385
24,159,30.649327,104.062059
24,169,30.650236,104.062683
24,190,30.65061,104.06296
24,209,30.650607,104.062961
24,217,30.650609,104.062964
24,227,30.650606,104.062961
24,237,30.650606,104.062959
24,247,30.650689,104.062993
24,257,30.65099,104.063122
24,267,30.651698,104.063563
24,277,30.652294,104.063948
24,287,30.652494,104.064445
24,297,30.652494,104.0646
25,7,30.669338,104.056241
25,17,30.668955,104.056192
25,26,30.668831,104.056157
25,37,30.668223,104.056126
25,47,30.66727,104.056021
25,57,30.666283,104.055967
25,67,30.665657,104.056029
25,77,30.665636,104.056036
25,87,30.665634,104.056034
25,98,30.665633,104.05603
25,108,30.665632,104.056032
25,118,30.66563,104.056034
25,128,30.665521,104.05604
25,138,30.665443,104.056037
25,148,30.665093,104.056065
25,158,30.664605,104.056094
25,168,30.663535,104.056157
25,178,30.662764,104.056704
25,188,30.661812,104.056787
25,199,30.660591,104.056302
25,209,30.659977,104.056048
25,219,30.659256,104.055792
25,229,30.658572,104.055572
25,237,30.657802,104.055334
25,247,30.656733,104.05498
25,257,30.655785,104.05448
25,267,30.654622,104.05361
25,278,30.654078,104.053182
25,288,30.653312,104.052634
25,298,30.652368,104.051796
26,19,30.669547,104.064773
26,43,30.669496,104.064781
26,51,30.669488,104.064784
26,61,30.669488,104.064784
26,71,30.669486,104.064768
26,82,30.669778,104.064262
26,92,30.669839,104.064181
26,112,30.670056,104.063508
26,141,30.671161,104.061392
26,149,30.671258,104.061192
26,159,30.671498,104.060641
26,169,30.671778,104.060117
26,179,30.672025,104.059569
26,190,30.672074,104.059417
26,200,30.672108,104.059344
26,210,30.672089,104.05934
26,220,30.672187,104.059113
26,230,30.672386,104.058704
26,240,30.672876,104.057713
26,250,30.673405,104.056442
26,260,30.673965,104.055286
26,270,30.674078,104.055059
26,280,30.674101,104.055016
26,291,30.67442,104.054374
27,101,30.669181,104.075234
27,111,30.669473,104.074597
27,121,30.669817,104.073902
27,131,30.670309,104.072862
27,142,30.670887,104.071654
27,152,30.67102,104.071372
27,162,30.671032,104.071363
27,172,30.671044,104.071356
27,182,30.671044,104.071366
27,192,30.671104,104.071212
27,202,30.671402,104.070579
27,212,30.67186,104.069649
27,223,30.672324,104.068582
27,233,30.672355,104.06847
27,243,30.672348,104.06836
27,253,30.672355,104.068373
27,261,30.67235,104.068389
27,271,30.672335,104.06836
27,281,30.672343,104.06839
27,292,30.672347,104.068391
28,7,30.652207,104.066132
28,17,30.652202,104.066133
28,27,30.652207,104.066131
28,37,30.652212,104.066124
28,45,30.652217,104.066118
28,55,30.652215,104.066116
28,65,30.65222,104.06612
28,76,30.652299,104.066114
28,86,30.653059,104.066076
28,96,30.654308,104.066028
28,106,30.655675,104.065992
28,116,30.656408,104.066188
28,126,30.656473,104.066937
28,137,30.656651,104.067379
28,147,30.656686,104.067425
28,157,30.656675,104.067428
28,167,30.656672,104.067426
28,177,30.656717,104.067449
28,185,30.656863,104.067483
28,196,30.657102,104.067452
28,206,30.657147,104.06745
28,216,30.657479,104.067431
28,226,30.657952,104.067402
28,236,30.658487,104.067406
28,246,30.65926,104.067407
28,256,30.660109,104.067338
28,267,30.6611,104.066727
28,277,30.661816,104.066193
28,287,30.662521,104.065823
28,297,30.663299,104.065768
29,8,30.652068,104.065925
29,18,30.65209,104.065934
29,28,30.652113,104.065941
29,38,30.652123,104.065944
29,48,30.652125,104.065942
29,59,30.652133,104.065948
29,69,30.652145,104.065954
29,79,30.652221,104.065962
29,89,30.652411,104.065961
29,99,30.652419,104.065928
29,109,30.652422,104.065902
29,119,30.652424,104.065886
29,129,30.652424,104.065886
29,139,30.652562,104.065763
29,147,30.652692,104.065258
29,157,30.652727,104.064118
29,167,30.652973,104.062944
29,177,30.653599,104.061837
29,187,30.65397,104.061266
29,197,30.654164,104.061021
29,207,30.654627,104.060909
29,217,30.65526,104.060908
29,228,30.655648,104.060906
29,238,30.656205,104.060894
29,248,30.656788,104.060847
29,258,30.657648,104.060807
29,268,30.65822,104.060676
29,278,30.658277,104.059912
29,288,30.658363,104.058621
29,298,30.658582,104.058234
30,19,30.671956,104.048078
30,27,30.672078,104.048075
30,37,30.6721,104.04809
30,48,30.672106,104.048094
30,58,30.672115,104.048101
30,68,30.67213,104.048128
30,78,30.672174,104.048118
30,88,30.672439,104.048277
30,98,30.67207,104.049079
30,109,30.671371,104.050466
30,119,30.670752,104.051693
30,129,30.670176,104.052867
30,139,30.669514,104.05424
30,149,30.668975,104.055234
30,159,30.668797,104.055568
30,169,30.668803,104.055583
30,179,30.668801,104.055598
30,190,30.668577,104.056138
30,200,30.668044,104.057161
30,208,30.667582,104.05818
30,218,30.667145,104.059249
30,228,30.666902,104.060075
30,238,30.666923,104.060815
30,248,30.666953,104.06172
30,258,30.666923,104.062232
30,269,30.666097,104.062301
30,279,30.665595,104.062326
30,289,30.665522,104.062347
30,299,30.665349,104.06252
31,21,30.667083,104.046091
31,29,30.666578,104.046971
31,39,30.666118,104.047332
31,49,30.665382,104.046891
31,59,30.664817,104.046545
31,69,30.664167,104.046153
31,80,30.66394,104.04604
31,90,30.663932,104.046053
31,100,30.663928,104.046056
31,110,30.663935,104.046051
31,120,30.66394,104.04605
31,130,30.663943,104.046051
31,140,30.663944,104.04605
31,150,30.663945,104.046053
31,160,30.663938,104.046054
31,171,30.66392,104.046054
31,181,30.663912,104.046056
31,191,30.663862,104.046018
31,201,30.663723,104.045947
31,211,30.663176,104.046456
31,219,30.662912,104.046929
31,229,30.662687,104.047084
31,240,30.661949,104.046705
31,250,30.661277,104.046363
31,260,30.660459,104.045925
32,1,30.654653,104.067497
32,11,30.654763,104.068238
32,21,30.654771,104.068956
32,31,30.65475,104.069109
32,41,30.65472,104.069609
32,51,30.654509,104.070143
32,62,30.653961,104.069925
32,72,30.653496,104.06953
32,82,30.653098,104.069354
32,92,30.652741,104.068843
32,102,30.652731,104.067847
32,113,30.652776,104.067064
32,122,30.652879,104.066654
32,132,30.652838,104.066519
32,142,30.652846,104.066412
32,152,30.652808,104.066369
32,162,30.652767,104.066383
32,172,30.652801,104.066362
32,182,30.652827,104.066134
32,192,30.652595,104.066191
32,202,30.652575,104.066243
32,212,30.652578,104.066276
32,222,30.652577,104.066206
32,232,30.65208,104.065812
32,242,30.65084,104.065805
